url,title,text,links,metadata,crawled_at,status_code,content_type
https://example.com,Example Domain,Example Domain Example Domain This domain is for use in documentation examples without needing permission. Avoid use in operations. Learn more,"[""https://iana.org/domains/example""]","{""title"": ""Example Domain"", ""description"": """", ""keywords"": """", ""meta_tags"": {""viewport"": ""width=device-width, initial-scale=1""}}",2026-04-07T17:46:37.890832+00:00,200,text/html
